[2026-07-14T19:45:15.627Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T19:45:15.630Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T19:45:15.631Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T19:45:15.632Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T19:45:15.633Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T19:45:15.634Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T19:45:15.635Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T19:45:15.636Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T19:45:15.637Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-17T13:07:37.604Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T13:07:37.610Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:07:37.612Z] [INFO] Worker audit completed in 5ms
[2026-07-17T13:09:37.406Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T13:09:37.413Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T13:09:37.423Z] [INFO] Worker consolidate completed in 24ms
[2026-07-17T13:11:37.771Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T13:11:37.779Z] [INFO] Worker testgaps completed in 13ms
[2026-07-17T13:15:37.756Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:15:37.764Z] [INFO] Worker audit completed in 14ms
[2026-07-17T13:18:37.518Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T13:18:37.525Z] [INFO] Worker map completed in 15ms
[2026-07-17T13:22:37.614Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T13:22:37.626Z] [INFO] Worker optimize completed in 16ms
[2026-07-17T13:25:37.784Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:25:37.788Z] [INFO] Worker audit completed in 9ms
[2026-07-17T13:31:37.863Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T13:31:37.868Z] [INFO] Worker testgaps completed in 11ms
[2026-07-17T13:33:37.586Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T13:33:37.591Z] [INFO] Worker map completed in 10ms
[2026-07-17T13:35:37.810Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:35:37.813Z] [INFO] Worker audit completed in 14ms
[2026-07-17T13:37:37.652Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T13:37:37.655Z] [INFO] Worker optimize completed in 7ms
[2026-07-17T13:39:37.494Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T13:39:37.503Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T13:39:37.507Z] [INFO] Worker consolidate completed in 18ms
[2026-07-17T13:45:37.874Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:45:37.881Z] [INFO] Worker audit completed in 12ms
[2026-07-17T13:48:37.635Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T13:48:37.643Z] [INFO] Worker map completed in 13ms
[2026-07-17T13:51:37.999Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T13:51:38.077Z] [INFO] Worker testgaps completed in 85ms
[2026-07-17T13:52:37.674Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-17T13:55:37.938Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:55:37.946Z] [INFO] Worker audit completed in 13ms
[2026-07-17T13:55:37.982Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T13:55:37.992Z] [INFO] Worker optimize completed in 37ms
[2026-07-17T14:03:37.712Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T14:03:37.728Z] [INFO] Worker map completed in 32ms
[2026-07-17T14:05:37.972Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T14:05:37.978Z] [INFO] Worker audit completed in 11ms
[2026-07-17T14:07:37.695Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T14:07:37.702Z] [INFO] Worker optimize completed in 12ms
[2026-07-17T14:09:37.521Z] [INFO] Worker consolidate deferred: Memory too low: 6.1% free
[2026-07-17T14:11:38.097Z] [INFO] Worker testgaps deferred: Memory too low: 5.0% free
[2026-07-17T14:15:38.028Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-17T14:18:37.765Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T14:18:37.773Z] [INFO] Worker map completed in 20ms
[2026-07-17T14:18:37.780Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T14:18:37.794Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T14:18:37.796Z] [INFO] Worker consolidate completed in 19ms
[2026-07-17T14:18:37.803Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T14:18:37.810Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-17T14:18:37.813Z] [INFO] Worker testgaps completed in 12ms
[2026-07-17T14:18:37.816Z] [INFO] Worker audit completed in 8ms
[2026-07-17T14:22:37.718Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-17T14:25:38.167Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T14:25:38.179Z] [INFO] Worker audit completed in 93ms
[2026-07-17T14:25:38.192Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T14:25:38.200Z] [INFO] Worker optimize completed in 13ms
[2026-07-17T14:31:38.162Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T14:31:38.178Z] [INFO] Worker testgaps completed in 34ms
[2026-07-17T14:33:37.848Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T14:33:37.851Z] [INFO] Worker map completed in 8ms
[2026-07-17T14:35:38.191Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T14:35:38.193Z] [INFO] Worker audit completed in 5ms
[2026-07-17T14:37:37.731Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-17T14:39:37.560Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T14:39:37.571Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T14:39:37.574Z] [INFO] Worker consolidate completed in 21ms
[2026-07-17T14:39:37.582Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T14:39:37.585Z] [INFO] Worker optimize completed in 6ms
[2026-07-17T14:45:38.238Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-17T14:48:37.898Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-17T14:51:38.257Z] [INFO] Worker testgaps deferred: Memory too low: 8.0% free
[2026-07-17T14:52:37.919Z] [INFO] Worker optimize deferred: Memory too low: 4.2% free
[2026-07-17T14:55:38.278Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T14:55:38.288Z] [INFO] Worker audit completed in 23ms
[2026-07-17T14:55:38.302Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T14:55:38.307Z] [INFO] Worker audit completed in 11ms
[2026-07-17T14:55:38.315Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T14:55:38.321Z] [INFO] Starting worker: testgaps (2/2 concurrent)
[2026-07-17T14:55:38.326Z] [INFO] Worker map completed in 15ms
[2026-07-17T14:55:38.329Z] [INFO] Worker testgaps completed in 11ms
[2026-07-17T14:55:38.338Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T14:55:38.343Z] [INFO] Worker optimize completed in 9ms
[2026-07-17T15:03:38.080Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T15:03:38.088Z] [INFO] Worker map completed in 15ms
[2026-07-17T15:05:38.353Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:05:38.361Z] [INFO] Worker audit completed in 13ms
[2026-07-17T15:07:38.062Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T15:07:38.072Z] [INFO] Worker optimize completed in 16ms
[2026-07-17T15:09:37.665Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T15:09:37.681Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T15:09:37.690Z] [INFO] Worker consolidate completed in 30ms
[2026-07-17T15:11:38.301Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T15:11:38.305Z] [INFO] Worker testgaps completed in 8ms
[2026-07-17T15:15:38.391Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:15:38.397Z] [INFO] Worker audit completed in 12ms
[2026-07-17T15:18:38.131Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T15:18:38.147Z] [INFO] Worker map completed in 24ms
[2026-07-17T15:22:38.103Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T15:22:38.118Z] [INFO] Worker optimize completed in 24ms
[2026-07-17T15:25:38.424Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:25:38.429Z] [INFO] Worker audit completed in 12ms
[2026-07-17T15:31:38.323Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T15:31:38.327Z] [INFO] Worker testgaps completed in 13ms
[2026-07-17T15:33:38.168Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T15:33:38.171Z] [INFO] Worker map completed in 7ms
[2026-07-17T15:35:38.447Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:35:38.452Z] [INFO] Worker audit completed in 13ms
[2026-07-17T15:37:38.164Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T15:37:38.170Z] [INFO] Worker optimize completed in 13ms
[2026-07-17T15:39:37.718Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T15:39:37.730Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T15:39:37.736Z] [INFO] Worker consolidate completed in 23ms
[2026-07-17T15:45:38.473Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:45:38.477Z] [INFO] Worker audit completed in 10ms
[2026-07-17T15:48:38.195Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T15:48:38.201Z] [INFO] Worker map completed in 15ms
[2026-07-17T15:51:38.351Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T15:51:38.355Z] [INFO] Worker testgaps completed in 11ms
[2026-07-17T15:52:38.215Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T15:52:38.219Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T15:55:38.502Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T15:55:38.507Z] [INFO] Worker audit completed in 11ms
[2026-07-17T16:03:38.247Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T16:03:38.251Z] [INFO] Worker map completed in 12ms
[2026-07-17T16:05:38.527Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:05:38.531Z] [INFO] Worker audit completed in 10ms
[2026-07-17T16:07:38.267Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T16:07:38.271Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T16:09:37.756Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T16:09:37.758Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T16:09:37.761Z] [INFO] Worker consolidate completed in 13ms
[2026-07-17T16:11:38.378Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T16:11:38.383Z] [INFO] Worker testgaps completed in 14ms
[2026-07-17T16:15:38.548Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:15:38.583Z] [INFO] Worker audit completed in 42ms
[2026-07-17T16:18:38.296Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T16:18:38.300Z] [INFO] Worker map completed in 11ms
[2026-07-17T16:22:38.324Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T16:22:38.328Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T16:25:38.631Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:25:38.637Z] [INFO] Worker audit completed in 45ms
[2026-07-17T16:31:38.445Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T16:31:38.451Z] [INFO] Worker testgaps completed in 13ms
[2026-07-17T16:33:38.328Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T16:33:38.333Z] [INFO] Worker map completed in 12ms
[2026-07-17T16:35:38.693Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:35:38.697Z] [INFO] Worker audit completed in 50ms
[2026-07-17T16:37:38.355Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T16:37:38.359Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T16:39:37.776Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T16:39:37.778Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T16:39:37.781Z] [INFO] Worker consolidate completed in 11ms
[2026-07-17T16:45:38.737Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:45:38.741Z] [INFO] Worker audit completed in 10ms
[2026-07-17T16:48:38.395Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T16:48:38.399Z] [INFO] Worker map completed in 10ms
[2026-07-17T16:51:38.471Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T16:51:38.475Z] [INFO] Worker testgaps completed in 13ms
[2026-07-17T16:52:38.409Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T16:52:38.414Z] [INFO] Worker optimize completed in 12ms
[2026-07-17T16:55:38.787Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T16:55:38.792Z] [INFO] Worker audit completed in 35ms
[2026-07-17T17:03:38.417Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T17:03:38.421Z] [INFO] Worker map completed in 11ms
[2026-07-17T17:05:38.814Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T17:05:38.818Z] [INFO] Worker audit completed in 11ms
[2026-07-17T17:07:38.436Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T17:07:38.461Z] [INFO] Worker optimize completed in 32ms
[2026-07-17T17:09:37.814Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T17:09:37.816Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T17:09:37.819Z] [INFO] Worker consolidate completed in 11ms
[2026-07-17T17:11:38.504Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T17:11:38.506Z] [INFO] Worker testgaps completed in 6ms
[2026-07-17T17:15:37.203Z] [INFO] Worker harness deferred: Memory too low: 9.5% free
[2026-07-17T17:15:38.833Z] [INFO] Worker audit deferred: Memory too low: 9.5% free
[2026-07-17T17:18:38.435Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T17:18:38.440Z] [INFO] Worker map completed in 11ms
[2026-07-17T17:18:38.474Z] [INFO] Starting worker: harness (1/2 concurrent)
[2026-07-17T17:18:38.516Z] [INFO] Worker harness completed in 48ms
[2026-07-17T17:18:38.530Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T17:18:38.534Z] [INFO] Worker audit completed in 10ms
[2026-07-17T17:22:38.478Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T17:22:38.482Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T17:25:38.849Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T17:25:38.853Z] [INFO] Worker audit completed in 10ms
[2026-07-17T17:31:38.544Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T17:31:38.549Z] [INFO] Worker testgaps completed in 14ms
[2026-07-17T17:33:38.481Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T17:33:38.487Z] [INFO] Worker map completed in 14ms
[2026-07-17T17:35:38.872Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T17:35:38.875Z] [INFO] Worker audit completed in 10ms
[2026-07-17T17:37:38.509Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T17:37:38.512Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T17:39:37.853Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T17:39:37.855Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T17:39:37.858Z] [INFO] Worker consolidate completed in 12ms
[2026-07-17T17:45:38.900Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T17:45:38.949Z] [INFO] Worker audit completed in 56ms
[2026-07-17T17:48:38.501Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T17:48:38.505Z] [INFO] Worker map completed in 10ms
[2026-07-17T17:51:38.571Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T17:51:38.575Z] [INFO] Worker testgaps completed in 12ms
[2026-07-17T17:52:38.527Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T17:52:38.531Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T17:55:38.965Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-17T18:03:38.529Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T18:03:38.533Z] [INFO] Worker map completed in 11ms
[2026-07-17T18:03:38.547Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:03:38.551Z] [INFO] Worker audit completed in 10ms
[2026-07-17T18:05:38.980Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:05:38.983Z] [INFO] Worker audit completed in 10ms
[2026-07-17T18:07:38.559Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T18:07:38.563Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T18:09:37.876Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T18:09:37.878Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T18:09:37.881Z] [INFO] Worker consolidate completed in 11ms
[2026-07-17T18:11:38.590Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T18:11:38.637Z] [INFO] Worker testgaps completed in 54ms
[2026-07-17T18:15:39.000Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:15:39.035Z] [INFO] Worker audit completed in 42ms
[2026-07-17T18:18:38.588Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T18:18:38.594Z] [INFO] Worker map completed in 41ms
[2026-07-17T18:22:38.584Z] [INFO] Worker optimize deferred: Memory too low: 7.4% free
[2026-07-17T18:25:39.047Z] [INFO] Worker audit deferred: Memory too low: 8.4% free
[2026-07-17T18:31:38.679Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T18:31:38.683Z] [INFO] Worker testgaps completed in 32ms
[2026-07-17T18:31:38.698Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T18:31:38.701Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T18:31:38.713Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:31:38.717Z] [INFO] Worker audit completed in 9ms
[2026-07-17T18:33:38.620Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T18:33:38.625Z] [INFO] Worker map completed in 12ms
[2026-07-17T18:35:39.084Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:35:39.088Z] [INFO] Worker audit completed in 33ms
[2026-07-17T18:37:38.608Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T18:37:38.612Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T18:39:37.899Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T18:39:37.901Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T18:39:37.904Z] [INFO] Worker consolidate completed in 12ms
[2026-07-17T18:45:39.107Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T18:45:39.111Z] [INFO] Worker audit completed in 11ms
[2026-07-17T18:48:38.646Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T18:48:38.651Z] [INFO] Worker map completed in 12ms
[2026-07-17T18:51:38.699Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T18:51:38.751Z] [INFO] Worker testgaps completed in 58ms
[2026-07-17T18:52:38.622Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-17T18:55:39.121Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-17T19:03:38.670Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T19:03:38.674Z] [INFO] Worker map completed in 10ms
[2026-07-17T19:03:38.683Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T19:03:38.686Z] [INFO] Worker optimize completed in 6ms
[2026-07-17T19:03:38.693Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:03:38.697Z] [INFO] Worker audit completed in 7ms
[2026-07-17T19:05:39.149Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:05:39.152Z] [INFO] Worker audit completed in 8ms
[2026-07-17T19:07:38.651Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T19:07:38.673Z] [INFO] Worker optimize completed in 29ms
[2026-07-17T19:09:37.917Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T19:09:37.926Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T19:09:37.929Z] [INFO] Worker consolidate completed in 17ms
[2026-07-17T19:11:38.780Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T19:11:38.786Z] [INFO] Worker testgaps completed in 12ms
[2026-07-17T19:15:39.183Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:15:39.187Z] [INFO] Worker audit completed in 9ms
[2026-07-17T19:18:38.699Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T19:18:38.702Z] [INFO] Worker map completed in 8ms
[2026-07-17T19:22:38.682Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T19:22:38.686Z] [INFO] Worker optimize completed in 9ms
[2026-07-17T19:25:39.198Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:25:39.207Z] [INFO] Worker audit completed in 15ms
[2026-07-17T19:31:38.808Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T19:31:38.817Z] [INFO] Worker testgaps completed in 14ms
[2026-07-17T19:33:38.710Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T19:33:38.715Z] [INFO] Worker map completed in 9ms
[2026-07-17T19:35:39.227Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:35:39.230Z] [INFO] Worker audit completed in 8ms
[2026-07-17T19:37:38.698Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T19:37:38.703Z] [INFO] Worker optimize completed in 10ms
[2026-07-17T19:39:37.950Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T19:39:37.951Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T19:39:37.954Z] [INFO] Worker consolidate completed in 9ms
[2026-07-17T19:45:39.293Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:45:39.300Z] [INFO] Worker audit completed in 28ms
[2026-07-17T19:48:38.737Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T19:48:38.740Z] [INFO] Worker map completed in 8ms
[2026-07-17T19:51:38.830Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T19:51:38.833Z] [INFO] Worker testgaps completed in 8ms
[2026-07-17T19:52:38.721Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T19:52:38.724Z] [INFO] Worker optimize completed in 8ms
[2026-07-17T19:55:39.323Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T19:55:39.326Z] [INFO] Worker audit completed in 9ms
[2026-07-17T20:03:38.756Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T20:03:38.760Z] [INFO] Worker map completed in 8ms
[2026-07-17T20:05:39.351Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T20:05:39.361Z] [INFO] Worker audit completed in 15ms
[2026-07-17T20:07:38.736Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T20:07:38.742Z] [INFO] Worker optimize completed in 11ms
[2026-07-17T20:09:37.979Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T20:09:37.981Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T20:09:37.983Z] [INFO] Worker consolidate completed in 10ms
[2026-07-17T20:11:38.849Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T20:11:38.853Z] [INFO] Worker testgaps completed in 7ms
[2026-07-17T20:15:39.382Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T20:15:39.394Z] [INFO] Worker audit completed in 17ms
[2026-07-17T20:18:38.780Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T20:18:38.785Z] [INFO] Worker map completed in 10ms
[2026-07-17T20:22:38.768Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T20:22:38.773Z] [INFO] Worker optimize completed in 12ms
[2026-07-17T20:25:39.417Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T20:25:39.420Z] [INFO] Worker audit completed in 8ms
[2026-07-17T20:31:38.871Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T20:31:38.874Z] [INFO] Worker testgaps completed in 8ms
[2026-07-17T20:33:38.796Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T20:33:38.799Z] [INFO] Worker map completed in 8ms
[2026-07-17T20:35:39.434Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T20:35:39.437Z] [INFO] Worker audit completed in 9ms
[2026-07-17T20:37:38.823Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T20:37:38.826Z] [INFO] Worker optimize completed in 7ms
[2026-07-17T20:39:38.002Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T20:39:38.004Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T20:39:38.008Z] [INFO] Worker consolidate completed in 12ms
[2026-07-17T20:45:39.450Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T20:45:39.453Z] [INFO] Worker audit completed in 8ms
[2026-07-17T20:48:38.821Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T20:48:38.825Z] [INFO] Worker map completed in 9ms
[2026-07-17T20:51:38.903Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T20:51:38.911Z] [INFO] Worker testgaps completed in 13ms
[2026-07-18T08:53:12.716Z] [INFO] Worker optimize deferred: Memory too low: 9.0% free
[2026-07-18T08:53:12.721Z] [INFO] Worker map deferred: Memory too low: 8.9% free
[2026-07-18T08:53:12.736Z] [INFO] Daemon self-shutdown: max age 43200s reached
[2026-07-18T08:53:12.745Z] [INFO] Stopped worker: map
[2026-07-18T08:53:12.746Z] [INFO] Stopped worker: audit
[2026-07-18T08:53:12.747Z] [INFO] Stopped worker: optimize
